Date,CN,Sales
9/17/2019,250955,207000
9/17/2019,250956,2493
9/17/2019,250957,9190
9/17/2019,250958,55
9/17/2019,250959,3076
9/17/2019,250960,40665
9/17/2019,250961,39500
9/17/2019,250962,21330
9/17/2019,250963,135000
9/17/2019,250964,120000
9/17/2019,250965,146160
9/17/2019,250966,331240
9/18/2019,250967,65520
9/18/2019,250969,202020
9/18/2019,250970,210.84
9/18/2019,250971,5941.44
9/18/2019,250972,127428
9/18/2019,250973,151500
9/18/2019,250974,7200
9/18/2019,250975,36700
9/18/2019,250976,28175.4
9/18/2019,250977,138.24
9/18/2019,250978,8861.66
9/18/2019,250979,250
9/18/2019,250980,40.5
9/18/2019,250981,13500
9/18/2019,250982,121968
9/18/2019,250983,242400
9/18/2019,250984,33760.98
9/18/2019,250985,485376
9/18/2019,250986,10776.26
9/18/2019,250987,45421
9/18/2019,250988,6426
9/18/2019,250989,4896
9/18/2019,250990,1656
9/18/2019,250991,19266.6
9/18/2019,250992,5188.08
9/18/2019,250993,10777.9
9/18/2019,250994,650
9/18/2019,250995,295800
9/18/2019,250996,10252.8
9/18/2019,250997,22125
9/18/2019,250998,9400
9/18/2019,250999,18648
9/18/2019,251000,7028.64
9/18/2019,251001,48431.2
9/18/2019,251002,19008
9/18/2019,251003,6098.4
9/18/2019,251004,4975.4
9/18/2019,251005,260.86
9/18/2019,251006,18750
9/18/2019,251007,9719.5
9/18/2019,251008,6713.52
9/18/2019,251009,1656
9/18/2019,251010,10300
9/18/2019,251011,7063.2
9/18/2019,251012,32400
9/19/2019,251013,700
9/19/2019,251014,4060.8
9/19/2019,251015,52200
9/19/2019,251016,7711.2
9/19/2019,251017,8700
9/19/2019,251018,7200
9/19/2019,251019,14126.4
9/19/2019,251020,18200
9/19/2019,251021,4341.64
9/19/2019,251022,44208
9/19/2019,251023,875
9/19/2019,251024,25166.7
9/19/2019,251025,7740
9/19/2019,251026,12766.88
9/19/2019,251027,136385.52
9/19/2019,251028,39534
9/19/2019,251029,4968
9/19/2019,251030,774.5
9/19/2019,251031,400
9/19/2019,251032,1436.5
9/19/2019,251033,4845.9
9/19/2019,251034,51431.84
9/19/2019,251035,40775.6
9/19/2019,251036,107500
9/19/2019,251037,294751.2
9/19/2019,251038,50
9/19/2019,251039,2774.2
9/19/2019,251040,8300
9/19/2019,251041,7110
9/19/2019,251042,32645
9/19/2019,251043,1975
9/19/2019,251044,9875
9/19/2019,251045,3376
9/19/2019,251046,9875
9/19/2019,251047,13083.84
9/19/2019,251048,19908
9/19/2019,251049,100
9/19/2019,251050,4150
9/19/2019,251051,5466.24
9/19/2019,251052,2880
9/19/2019,251053,1440
9/19/2019,251054,16249
9/19/2019,251055,9909.9
9/19/2019,251056,92407.92
9/19/2019,251057,15415.2
9/19/2019,251058,13956.72
9/19/2019,251059,25502.4
9/19/2019,251060,22775.04
9/19/2019,251061,2190
9/19/2019,251062,2190
9/19/2019,251063,1680
9/19/2019,251064,27270.16
9/19/2019,251065,2088
9/19/2019,251066,1582.44
9/20/2019,251067,2250
9/20/2019,251068,2394.22
9/20/2019,251069,65
9/20/2019,251070,7800
9/20/2019,251071,209.5
9/20/2019,251072,1351.74
9/20/2019,251073,50841.7
9/20/2019,251074,111583.9
9/20/2019,251075,190
9/20/2019,251076,8000
9/20/2019,251077,71033.12
9/20/2019,251078,806
9/20/2019,251079,1686.24
9/20/2019,251080,55382.4
9/20/2019,251081,23760
9/20/2019,251082,3294
9/20/2019,251083,75750
9/20/2019,251084,468
9/20/2019,251085,122000
9/20/2019,251086,16947.9
9/20/2019,251087,3432.5
9/20/2019,251088,19987.36
9/20/2019,251089,743.6
9/20/2019,251090,5670
9/20/2019,251091,52000
9/20/2019,251092,5162.4
9/20/2019,251093,9180
9/20/2019,251094,6321.6
9/20/2019,251095,4200
9/20/2019,251096,1746.31
9/20/2019,251097,405.91
9/20/2019,251098,2118.97
9/20/2019,251099,7200
9/20/2019,251100,972
9/20/2019,251101,2250
9/20/2019,251102,267624
9/20/2019,251103,776109.6
9/20/2019,251104,15840
9/20/2019,251105,16839.36
9/20/2019,251106,5625
9/20/2019,251107,2697.51
9/20/2019,251108,3700
9/20/2019,251109,5640
9/20/2019,251110,4560
9/21/2019,251111,103.2
9/21/2019,251112,1963.75
9/21/2019,251113,9408
9/21/2019,251114,6292.8
9/21/2019,251116,36720
9/21/2019,251117,68
9/21/2019,251119,239620
9/21/2019,251120,15300
9/21/2019,251121,15300
9/21/2019,251122,30600
9/21/2019,251123,2426.4
9/21/2019,251124,10152
9/21/2019,251125,30600
9/21/2019,251126,101265
9/21/2019,251127,8897.52
9/21/2019,251128,427.2
9/21/2019,251129,504
9/21/2019,251130,1000
9/21/2019,251131,5544
9/21/2019,251132,1864.8
9/21/2019,251133,130082.4
9/21/2019,251134,4237.92
9/23/2019,251135,15300
9/23/2019,251136,1374
9/23/2019,251137,3460
9/23/2019,251138,115
9/23/2019,251139,1040
9/23/2019,251140,395
9/23/2019,251141,14126.4
9/23/2019,251142,34463.2
9/23/2019,251143,1100
9/23/2019,251144,19410.72
9/23/2019,251145,520
9/23/2019,251146,46600
9/23/2019,251147,1075
9/23/2019,251148,17733
9/23/2019,251149,886.5
9/23/2019,251150,1306.9
9/23/2019,251151,24656
9/23/2019,251152,2688
9/23/2019,251153,205747.84
9/23/2019,251154,940
9/23/2019,251155,3750
9/23/2019,251156,245.5
9/23/2019,251157,322
9/23/2019,251158,1637.2
9/23/2019,251159,585
9/23/2019,251160,43200
9/23/2019,251161,34125
9/23/2019,251162,60000
9/23/2019,251163,14400
9/23/2019,251164,3225.6
9/23/2019,251165,12000
9/23/2019,251166,18594
9/23/2019,251167,98998.96
9/23/2019,251169,8300
9/23/2019,251170,3562.98
9/23/2019,251171,221.7
9/23/2019,251172,178.95
9/23/2019,251173,29430
9/23/2019,251174,1789.92
9/23/2019,251175,77112
9/23/2019,251176,7905.6
9/23/2019,251177,29520
9/23/2019,251178,10500
9/23/2019,251179,23760
9/23/2019,251180,11143.5
9/23/2019,251181,51537.6
9/23/2019,251182,6768
9/23/2019,251183,17179.2
9/23/2019,251184,105184.8
9/23/2019,251185,44280
9/23/2019,251186,7740
9/23/2019,251187,12200
9/23/2019,251188,353.6
9/23/2019,251189,17899.2
9/23/2019,251190,51
9/23/2019,251191,5124
9/23/2019,251192,177540
9/23/2019,251193,526423.2
9/23/2019,251194,329820
9/23/2019,251195,45230.4
9/23/2019,251196,74606.4
9/23/2019,251197,1432.8
9/23/2019,251198,8785.44
9/23/2019,251199,1543
9/24/2019,251200,107625
9/24/2019,251201,1491
9/24/2019,251202,5925
9/24/2019,251203,95
9/24/2019,251204,1515
9/24/2019,251205,58756.25
9/24/2019,251206,40768
9/24/2019,251207,5432.5
9/24/2019,251208,2772.5
9/24/2019,251209,4252.3
9/24/2019,251210,605
9/24/2019,251211,385
9/24/2019,251212,87918.8
9/24/2019,251213,3870
9/24/2019,251214,10250
9/24/2019,251215,10252
9/24/2019,251216,500
9/24/2019,251217,179460
9/24/2019,251218,321000
9/24/2019,251219,159260
9/24/2019,251220,159260
9/24/2019,251221,10382.62
9/24/2019,251222,1900
9/24/2019,251223,84825
9/24/2019,251224,36507.5
9/24/2019,251225,470
9/24/2019,251226,1259.42
9/24/2019,251227,106977.4
9/24/2019,251228,420
9/24/2019,251229,5067
9/24/2019,251230,704574.72
9/24/2019,251231,8450
9/24/2019,251232,5162.4
9/24/2019,251233,2600
9/24/2019,251234,88560
9/24/2019,251235,188103.2
9/24/2019,251236,4306.84
9/24/2019,251237,659.77
9/24/2019,251238,690
9/24/2019,251239,159840
9/24/2019,251240,106560
9/24/2019,251241,306000
9/24/2019,251242,204000
9/24/2019,251243,2517.32
9/24/2019,251244,3600
9/24/2019,251245,163840
9/24/2019,251246,85870
9/24/2019,251247,163840
9/24/2019,251248,3414.2
9/24/2019,251249,12176.5
9/24/2019,251250,585
9/24/2019,251251,1728.57
9/24/2019,251252,276
9/24/2019,251253,5990
9/24/2019,251254,2649.58
9/24/2019,251255,4669.76
9/24/2019,251256,4970.88
9/24/2019,251257,2971
9/24/2019,251258,6693.35
9/24/2019,251259,6860
9/24/2019,251260,199.5
9/24/2019,251261,464
9/24/2019,251262,90
9/24/2019,251264,5282
9/24/2019,251265,2370.54
9/24/2019,251266,5083.63
9/24/2019,251267,8572.42
9/24/2019,251268,3655.82
9/24/2019,251269,3652.88
9/24/2019,251270,3172.9
9/24/2019,251271,327.7
9/25/2019,251272,61
9/25/2019,251273,780
9/25/2019,251274,1658.88
9/25/2019,251275,102575.52
9/25/2019,251276,375
9/25/2019,251277,42900
9/25/2019,251278,321434
9/25/2019,251279,177289.8
9/25/2019,251280,100
9/25/2019,251281,37020.4
9/25/2019,251282,204800
9/25/2019,251283,21760
9/25/2019,251284,8650
9/25/2019,251285,69480
9/25/2019,251286,1285.1
9/25/2019,251287,255
9/25/2019,251288,1020
9/25/2019,251289,8000
9/25/2019,251290,5608.5
9/25/2019,251291,1470
9/25/2019,251292,4050
9/25/2019,251293,1000
9/25/2019,251294,82000
9/25/2019,251295,24553.08
9/25/2019,251296,18750
9/25/2019,251297,56058
9/25/2019,251298,7440
9/25/2019,251299,7500
9/25/2019,251300,55240
9/25/2019,251301,16107.7
9/25/2019,251302,1690
9/25/2019,251303,1730
9/25/2019,251304,3140
9/25/2019,251305,371.8
9/25/2019,251306,47144.64
9/25/2019,251307,1184.9
9/25/2019,251308,42000
9/25/2019,251309,36528.4
9/25/2019,251310,64841.12
9/25/2019,251311,62069.48
9/25/2019,251312,216000
9/25/2019,251313,11592
9/25/2019,251314,512.19
9/25/2019,251315,307.24
9/25/2019,251316,59644.8
9/25/2019,251317,5198.4
9/25/2019,251318,8604
9/25/2019,251319,94568
9/25/2019,251320,386.4
9/25/2019,251321,358482.89
9/25/2019,251322,505
9/25/2019,251323,28224
9/25/2019,251324,36108.6
9/25/2019,251325,35
9/25/2019,251326,22680
9/25/2019,251327,200010
9/25/2019,251328,95550
9/25/2019,251329,1153.8
9/25/2019,251330,1750
9/25/2019,251331,6480
9/25/2019,251332,13584.3
9/25/2019,251333,272113.6
9/25/2019,251334,175611.2
9/25/2019,251335,33031.5
9/25/2019,251336,15000
9/25/2019,251337,125280
9/25/2019,251338,1586
9/25/2019,251339,23040
9/25/2019,251340,457.5
9/25/2019,251341,50837.68
9/25/2019,251342,96517.56
9/25/2019,251343,1555.5
9/25/2019,251344,102905.6
9/25/2019,251345,36977
9/25/2019,251346,1470.24
9/26/2019,251347,380000
9/26/2019,251348,256190.4
9/26/2019,251349,6871.68
9/26/2019,251350,93503.52
9/26/2019,251351,43036.52
9/26/2019,251352,82131
9/26/2019,251353,44965.8
9/26/2019,251354,65952
9/26/2019,251355,140874.55
9/26/2019,251356,127000
9/26/2019,251357,4042.38
9/26/2019,251358,2623
9/26/2019,251359,200
9/26/2019,251360,551.09
9/26/2019,251361,3648.3
9/26/2019,251362,544986
9/26/2019,251363,5000
9/26/2019,251364,14592
9/26/2019,251365,27.99
9/26/2019,251366,1101.84
9/26/2019,251367,418543.2
9/26/2019,251368,325
9/26/2019,251369,20498.24
9/26/2019,251370,2363.6
9/26/2019,251371,3579.84
9/26/2019,251372,31000
9/26/2019,251373,46
9/26/2019,251374,2650
9/26/2019,251375,30174.16
9/26/2019,251376,5850
9/26/2019,251377,6600
9/26/2019,251378,34500
9/26/2019,251379,19500
9/26/2019,251380,272859.84
9/26/2019,251381,2795.46
9/26/2019,251382,3244.26
9/26/2019,251383,1578
9/26/2019,251384,251035.6
9/26/2019,251385,224369.9
9/26/2019,251386,13514.5
9/26/2019,251387,409600
9/26/2019,251388,296960
9/26/2019,251389,306
9/26/2019,251390,860
9/26/2019,251391,3465
9/26/2019,251392,23724
9/27/2019,251393,2825
9/27/2019,251394,1490
9/27/2019,251395,5000
9/27/2019,251396,3267.5
9/27/2019,251397,3094
9/27/2019,251398,78320
9/27/2019,251399,193160
9/27/2019,251400,2357.4
9/27/2019,251401,53640
9/27/2019,251402,163840
9/27/2019,251403,36224
9/27/2019,251404,520
9/27/2019,251405,7676
9/27/2019,251406,9101.52
9/27/2019,251407,741
9/27/2019,251408,4937.76
9/27/2019,251409,1900
9/27/2019,251410,108206.4
9/27/2019,251411,4072.5
9/27/2019,251412,34164
9/27/2019,251413,24521.76
9/27/2019,251414,23565.6
9/27/2019,251415,300359.52
9/27/2019,251416,228900
9/27/2019,251417,9875
9/27/2019,251418,61869
9/27/2019,251419,259966.8
9/27/2019,251420,11040
9/27/2019,251421,4842.72
9/27/2019,251422,5616
9/27/2019,251423,36000
9/27/2019,251424,18000
9/27/2019,251425,9000
9/27/2019,251426,68509.77
9/27/2019,251427,9000
9/27/2019,251428,57112.64
9/27/2019,251429,318130
9/27/2019,251430,5832
9/27/2019,251431,2943.5
9/27/2019,251432,38800
9/27/2019,251433,100533.6
9/27/2019,251434,69289.92
9/27/2019,251435,8400
9/27/2019,251436,14040
9/27/2019,251437,8424
9/27/2019,251438,980
9/27/2019,251439,881.37
9/27/2019,251440,26305.32
9/27/2019,251441,1368.5
9/27/2019,251442,11105.48
9/27/2019,251443,8450.48
9/27/2019,251444,49065.8
9/27/2019,251445,5310.8
9/27/2019,251446,1685
9/27/2019,251447,46345
9/27/2019,251448,7200
9/27/2019,251449,89886
9/27/2019,251450,326780
9/27/2019,251451,5792.16
9/27/2019,251452,99630
9/27/2019,251453,134712
9/27/2019,251454,116105.92
9/27/2019,251455,51848.16
9/27/2019,251456,10440
9/27/2019,251457,62640
9/27/2019,251458,83520
9/27/2019,251459,63936
9/28/2019,251460,40320
9/28/2019,251461,83520
9/28/2019,251462,120
9/28/2019,251463,208800
9/28/2019,251464,122800
9/28/2019,251465,205344
9/28/2019,251466,20384
9/28/2019,251467,52200
9/28/2019,251468,50112
9/28/2019,251469,120760.5
9/28/2019,251470,10245.6
9/28/2019,251471,50960
9/28/2019,251472,43200
9/28/2019,251473,329544
9/28/2019,251474,258854.4
9/28/2019,251475,9918.55
9/28/2019,251476,138
9/28/2019,251477,1852.2
9/28/2019,251478,1436.96
9/28/2019,251479,97.82
9/28/2019,251480,1762.57
9/28/2019,251481,97500
9/28/2019,251482,5706
9/28/2019,251483,26806.6
9/28/2019,251484,53445
9/28/2019,251485,75000
9/28/2019,251486,49.4
9/28/2019,251487,100
9/28/2019,251488,131644.37
9/30/2019,251489,8416.8
9/30/2019,251490,22423.68
9/30/2019,251491,14076
9/30/2019,251492,9565.92
9/30/2019,251493,131904
9/30/2019,251494,87936
9/30/2019,251495,39312
9/30/2019,251496,135956
9/30/2019,251497,20026.4
9/30/2019,251498,38800
9/30/2019,251499,15765.6
9/30/2019,251500,1656
9/30/2019,251501,308586
9/30/2019,251502,11160
9/30/2019,251503,6400
9/30/2019,251508,2822
9/30/2019,251509,4993.92
9/30/2019,251510,75
9/30/2019,251511,109655.6
9/30/2019,251512,3312
9/30/2019,251513,6200
9/30/2019,251514,16128
9/30/2019,251515,190853.5
9/30/2019,251516,220235.78
9/30/2019,251517,42000
9/30/2019,251518,57380.8
9/30/2019,251519,287674
9/30/2019,251520,73725
9/30/2019,251521,50937.36
9/30/2019,251522,37255.44
9/30/2019,251523,14331.7
9/30/2019,251524,10656
9/30/2019,251525,7165.44
9/30/2019,251526,675
9/30/2019,251527,58199.54
9/30/2019,251528,40136
9/30/2019,251529,5890
9/30/2019,251530,4713.36
9/30/2019,251531,3700
9/30/2019,251532,1687.5
9/30/2019,251533,30775.8
9/30/2019,251534,107820
9/30/2019,251535,1029
9/30/2019,251536,13280
9/30/2019,251537,6680
9/30/2019,251538,880.5
9/30/2019,251539,645
9/30/2019,251540,8883.36
9/30/2019,251541,16747.2
9/30/2019,251542,38822.4
9/30/2019,251543,16560
9/30/2019,251544,107928
9/30/2019,251545,2296.91
9/30/2019,251546,48521.8
9/30/2019,251547,510
9/30/2019,251548,226.5
9/30/2019,251549,20880
9/30/2019,251550,150
9/30/2019,251551,60420
9/30/2019,251552,29785
9/30/2019,251553,25094.6
9/30/2019,251554,1789.92
9/30/2019,251555,2400
9/30/2019,251556,40006.56
9/30/2019,251557,23544
9/30/2019,251558,175247.4
9/30/2019,251561,34560
9/30/2019,251562,34416.08
9/30/2019,251563,37590.96
9/30/2019,251564,21944.48
9/30/2019,251565,9497
9/30/2019,251566,1725
9/30/2019,251567,28451.6
10/1/2019,251568,400
10/1/2019,251569,160000
10/1/2019,251570,205344
10/1/2019,251572,133664.7
10/1/2019,251573,7610
10/1/2019,251574,2180
10/1/2019,251575,11940
10/1/2019,251576,17929
10/1/2019,251577,13115.04
10/1/2019,251578,7733
10/1/2019,251579,1656
10/1/2019,251580,2160
10/1/2019,251581,28663
10/1/2019,251582,11250
10/1/2019,251583,500
10/1/2019,251584,45480
10/1/2019,251585,634.5
10/1/2019,251586,3231.36
10/1/2019,251587,137500
10/1/2019,251590,175
10/1/2019,251591,88433.28
10/1/2019,251592,788736
10/1/2019,251593,420.65
10/1/2019,251594,22136.68
10/1/2019,251595,1336
10/1/2019,251596,975
10/1/2019,251597,2189
10/1/2019,251598,1385
10/1/2019,251599,16866.72
10/1/2019,251600,2500
10/1/2019,251601,4636.8
10/1/2019,251602,1037.63
10/1/2019,251603,138.24
10/1/2019,251604,1900
10/1/2019,251605,391432.5
10/1/2019,251606,29088
10/1/2019,251607,425592
10/1/2019,251608,5250
10/1/2019,251609,1871.5
10/1/2019,251610,180
10/1/2019,251611,3312
10/1/2019,251612,34997.6
10/1/2019,251613,83520
10/1/2019,251614,6069
10/1/2019,251615,171600
10/1/2019,251616,24055.2
10/1/2019,251617,15120
10/1/2019,251618,269.8
10/1/2019,251619,43200
10/1/2019,251620,107725
10/1/2019,251621,186164.5
10/1/2019,251622,810
10/1/2019,251623,49232.5
10/1/2019,251624,145809.76
10/1/2019,251625,6053.76
10/1/2019,251626,4369.42
10/1/2019,251627,609.5
10/1/2019,251628,386122.5
10/1/2019,251629,8357.12
10/1/2019,251630,1467.22
10/1/2019,251631,54637
10/1/2019,251632,58228
10/1/2019,251633,41040
10/2/2019,251634,84168
10/2/2019,251635,430
10/2/2019,251636,50500.8
10/2/2019,251637,600
10/2/2019,251638,439.5
10/2/2019,251639,1925.5
10/2/2019,251640,45954
10/2/2019,251641,1842.38
10/2/2019,251642,580000
10/2/2019,251643,92.16
10/2/2019,251644,60000
10/2/2019,251645,326.08
10/2/2019,251646,44640
10/2/2019,251647,4000
10/2/2019,251648,165
10/2/2019,251649,1955
10/2/2019,251650,2398.36
10/2/2019,251651,2325
10/2/2019,251652,407976
10/2/2019,251653,1900
10/2/2019,251654,640
10/2/2019,251655,13671.8
10/2/2019,251656,10012.21
10/2/2019,251657,25160
10/2/2019,251658,4976.64
10/2/2019,251659,960
10/2/2019,251660,276
10/2/2019,251661,15304.66
10/2/2019,251662,807.84
10/2/2019,251663,5750
10/2/2019,251664,5119.2
10/2/2019,251665,626
10/2/2019,251666,16250
10/2/2019,251667,183792
10/2/2019,251668,108000
10/2/2019,251669,2000
10/2/2019,251670,5243
10/2/2019,251671,68701.6
10/2/2019,251672,1864.8
10/2/2019,251673,9780.48
10/2/2019,251674,246000
10/2/2019,251675,3260.16
10/2/2019,251676,36400
10/2/2019,251677,3822
10/2/2019,251678,13190.4
10/2/2019,251679,1776.92
10/2/2019,251680,1457.47
10/2/2019,251681,12.5
10/2/2019,251682,311040
10/2/2019,251683,53728.32
10/2/2019,251684,8604
10/2/2019,251685,27763.2
10/2/2019,251686,86040
10/2/2019,251687,50858.24
10/2/2019,251688,62049.6
10/2/2019,251689,13933.75
10/3/2019,251690,717
10/3/2019,251692,340514.4
10/3/2019,251693,70152
10/3/2019,251694,62160
10/3/2019,251695,30240
10/3/2019,251696,704574.72
10/3/2019,251697,2469.62
10/3/2019,251698,4380
10/3/2019,251699,79636.4
10/3/2019,251700,5000
10/3/2019,251701,6192.4
10/3/2019,251702,64330
10/3/2019,251703,402.5
10/3/2019,251704,252806
10/3/2019,251705,13912.5
10/3/2019,251706,30300
10/3/2019,251707,80918.5
10/3/2019,251708,68540
10/3/2019,251709,8098
10/3/2019,251710,155
10/3/2019,251711,8787
10/3/2019,251712,25380
10/3/2019,251713,3040
10/3/2019,251714,2315
10/3/2019,251715,54064
10/3/2019,251716,43920
10/3/2019,251717,44776.64
10/3/2019,251718,549
10/3/2019,251719,456
10/3/2019,251720,1619.39
10/3/2019,251721,29500
10/3/2019,251722,1054.5
10/3/2019,251723,1250
10/3/2019,251724,13206
10/3/2019,251725,15800
10/3/2019,251726,14350
10/3/2019,251727,14760
10/3/2019,251728,9180
10/3/2019,251729,7992
10/3/2019,251730,720
10/3/2019,251731,7264.91
10/3/2019,251732,7829.6
10/3/2019,251733,5912.34
10/3/2019,251734,3273
10/3/2019,251735,6900
10/3/2019,251736,99720
10/3/2019,251737,3600
10/3/2019,251738,9412
10/3/2019,251739,727.5
10/3/2019,251740,3180
10/3/2019,251741,3845
10/3/2019,251742,4939
10/4/2019,251743,495.4
10/4/2019,251744,69400
10/4/2019,251745,272
10/4/2019,251747,44.7
10/4/2019,251748,8604
10/4/2019,251749,4122.72
10/4/2019,251750,13882.5
10/4/2019,251751,6630
10/4/2019,251752,100
10/4/2019,251753,5429.8
10/4/2019,251754,18262.6
10/4/2019,251755,13475.5
10/4/2019,251756,43020
10/4/2019,251757,3225.6
10/4/2019,251758,175
10/4/2019,251759,2937.6
10/4/2019,251760,114600
10/4/2019,251761,55037.28
10/4/2019,251762,1093.44
10/4/2019,251763,16300.8
10/4/2019,251764,8352
10/4/2019,251765,3294.5
10/4/2019,251766,1833.25
10/4/2019,251767,50
10/4/2019,251768,130
10/4/2019,251769,6083.5
10/4/2019,251770,345
10/4/2019,251771,62640
10/4/2019,251772,95
10/4/2019,251773,138.4
10/4/2019,251774,25750
10/4/2019,251775,8250
10/4/2019,251776,32522.4
10/4/2019,251777,8480.16
10/4/2019,251778,1105.92
10/4/2019,251779,29890
10/4/2019,251780,585
10/4/2019,251781,100
10/4/2019,251782,15415.2
10/5/2019,251783,3666.12
10/5/2019,251784,4269.45
10/5/2019,251785,682
10/5/2019,251786,16300.8
10/5/2019,251787,11125
10/5/2019,251788,15547.4
10/5/2019,251789,45690
10/5/2019,251790,85.87
10/5/2019,251791,530.44
10/5/2019,251792,9292.46
10/5/2019,251793,8481.88
10/5/2019,251794,409600
10/5/2019,251795,102400
10/5/2019,251796,122880
10/5/2019,251797,828
10/5/2019,251798,150.45
10/5/2019,251799,15000
10/5/2019,251800,730
10/5/2019,251801,530
10/5/2019,251802,6480
10/7/2019,251803,132
10/7/2019,251804,274600
10/7/2019,251805,195.5
10/7/2019,251806,1955
10/7/2019,251807,72828
10/7/2019,251808,6738
10/7/2019,251809,46187
10/7/2019,251810,275
10/7/2019,251811,38967.9
10/7/2019,251812,32780.42
10/7/2019,251813,1225.2
10/7/2019,251814,750
10/7/2019,251815,33540
10/7/2019,251816,109551.2
10/7/2019,251817,14762.4
10/7/2019,251818,6010
10/7/2019,251819,8280
10/7/2019,251820,13608
10/7/2019,251821,10200
10/7/2019,251822,2270
10/7/2019,251823,14126.4
10/7/2019,251824,35
10/7/2019,251825,50161.46
10/7/2019,251826,55823.68
10/7/2019,251827,697.75
10/7/2019,251828,12500
10/7/2019,251829,1570
10/7/2019,251830,660
10/7/2019,251831,14575
10/7/2019,251832,18870.2
10/7/2019,251833,9606.24
10/7/2019,251834,1330000
10/7/2019,251835,1540
10/7/2019,251836,6448.5
10/7/2019,251837,2000
10/7/2019,251838,4963
10/7/2019,251839,75
10/7/2019,251840,1860
10/7/2019,251841,150
10/7/2019,251842,2550
10/7/2019,251843,679.33
10/7/2019,251844,32500
10/7/2019,251845,6595.2
10/7/2019,251846,700
10/7/2019,251847,240
10/7/2019,251848,21180
10/7/2019,251849,154735.2
10/7/2019,251850,143148
10/7/2019,251851,13845.6
10/7/2019,251852,32256
10/7/2019,251853,185808
10/7/2019,251854,447.48
10/7/2019,251855,1620
10/7/2019,251856,500
10/7/2019,251857,2500
10/7/2019,251858,15651.4
10/7/2019,251859,90
10/7/2019,251860,36429.18
10/7/2019,251861,71640
10/7/2019,251862,12234
10/7/2019,251863,3392
10/7/2019,251864,27859.2
10/8/2019,251865,117456
10/8/2019,251866,93.08
10/8/2019,251867,5314.12
10/8/2019,251868,19610
10/8/2019,251869,15300
10/8/2019,251870,1750
10/8/2019,251871,1505.52
10/8/2019,251872,30000
10/8/2019,251873,2534.76
10/8/2019,251874,1205.5
10/8/2019,251875,1555.8
10/8/2019,251876,125
10/8/2019,251878,201283.2
10/8/2019,251879,776109.6
10/8/2019,251880,2150
10/8/2019,251881,15980
10/8/2019,251882,48623.2
10/8/2019,251883,4360.37
10/8/2019,251884,153000
10/8/2019,251885,285307.2
10/8/2019,251886,11767
10/8/2019,251887,1720
10/8/2019,251888,29738.88
10/8/2019,251889,2264.9
10/8/2019,251890,92621.2
10/8/2019,251891,10152
10/8/2019,251892,26887.8
10/8/2019,251893,94764.6
10/8/2019,251894,100
10/8/2019,251895,112500
10/8/2019,251896,4697.1
10/8/2019,251897,3026.88
10/8/2019,251898,26340
10/8/2019,251899,7176
10/8/2019,251900,2980.5
10/8/2019,251901,1572.92
10/8/2019,251902,638.81
10/8/2019,251903,163.04
10/8/2019,251904,207750
10/8/2019,251905,4838.4
10/8/2019,251906,153000
10/8/2019,251907,36142.56
10/8/2019,251908,229680
10/8/2019,251909,134640
10/8/2019,251910,105807.84
10/8/2019,251911,30839.1
10/8/2019,251912,190000
10/8/2019,251913,29100
10/8/2019,251914,8532
10/8/2019,251915,3961.84
10/8/2019,251916,80.25
10/8/2019,251917,537.5
10/8/2019,251918,66
10/8/2019,251919,2910
10/8/2019,251920,834
10/9/2019,251921,270
10/9/2019,251922,525
10/9/2019,251923,13400
10/9/2019,251924,378.75
10/9/2019,251925,98820.8
10/9/2019,251926,8824.36
10/9/2019,251927,4549.3
10/9/2019,251928,390
10/9/2019,251929,1325
10/9/2019,251930,6534
10/9/2019,251931,2400
10/9/2019,251932,26022.8
10/9/2019,251933,48600
10/9/2019,251934,6157.6
10/9/2019,251935,115
10/9/2019,251936,2825
10/9/2019,251937,4092.5
10/9/2019,251938,3549.6
10/9/2019,251939,3200
10/9/2019,251940,305010
10/9/2019,251941,1050
10/9/2019,251942,11794.5
10/9/2019,251943,11045.4
10/9/2019,251944,3100
10/9/2019,251945,2160
10/9/2019,251946,1315
10/9/2019,251947,17294.4
10/9/2019,251948,25000
10/9/2019,251949,12297.6
10/9/2019,251950,36488.48
10/9/2019,251951,5029.25
10/9/2019,251952,48.91
10/9/2019,251953,18931.97
10/9/2019,251954,2906.7
10/9/2019,251955,107287.1
10/9/2019,251956,250462.08
10/9/2019,251957,16513.48
10/9/2019,251958,4175
10/9/2019,251959,16262.27
10/9/2019,251960,1216.8
10/9/2019,251961,15750
10/9/2019,251962,630
10/9/2019,251963,500
10/9/2019,251964,39158.8
10/9/2019,251965,337920
10/9/2019,251966,240000
10/9/2019,251967,21760
10/9/2019,251968,6991.92
10/9/2019,251969,465.37
10/9/2019,251970,24184.8
10/9/2019,251971,1111
10/9/2019,251972,11730
10/9/2019,251973,276
10/9/2019,251974,15750
10/9/2019,251975,6600
10/9/2019,251976,120960
10/9/2019,251977,174847.5
10/9/2019,251978,1800
10/9/2019,251979,5012.28
10/9/2019,251980,21600
10/9/2019,251981,106200
10/9/2019,251982,11315.28
10/10/2019,251983,4626.72
10/10/2019,251984,11188.8
10/10/2019,251985,28922.7
10/10/2019,251986,1575
10/10/2019,251987,4680
10/10/2019,251988,1680
10/10/2019,251989,1720
10/10/2019,251990,220.65
10/10/2019,251991,400
10/10/2019,251992,21911.8
10/10/2019,251993,9740
